    10.849;0,1
    10.829;0,2
    10.833;0,3
    10.823;0,4
    10.840;0,5
    10.832;0,6
    10.828;0,7
    10.835;0,8
    10.834;0,9
    10.836;1
    10.841;1,1
    10.830;1,2
    10.845;1,3
    10.833;1,4
    10.823;1,5
    10.839;1,6
    10.790;1,7
    10.829;1,8
    10.828;1,9
    10.848;2
    10.841;2,1
    10.832;2,2
    10.838;2,3
    10.822;2,4
    10.830;2,5
    10.826;2,6
    10.829;2,7
    10.831;2,8
    10.836;2,9
    10.828;3
    10.835;3,1
    10.836;3,2
    10.834;3,3
    10.789;3,4
    10.839;3,5
    10.839;3,6
    10.834;3,7
    10.855;3,8
    10.822;3,9
    10.843;4
    10.749;4,1
    10.848;4,2
    10.840;4,3
    10.844;4,4
    10.838;4,5
    10.847;4,6
    10.853;4,7
    10.844;4,8
    10.844;4,9
    10.836;5
    10.847;5,1
    10.826;5,2
    10.839;5,3
    10.839;5,4
    10.831;5,5
    10.841;5,6
    10.844;5,7
    10.826;5,8
    10.834;5,9
    10.823;6
    10.841;6,1
    10.863;6,2
    10.835;6,3
    10.837;6,4
    10.822;6,5
    10.830;6,6
    10.830;6,7
    10.822;6,8
    10.813;6,9
    10.812;7
    10.824;7,1
    10.830;7,2
    10.834;7,3
    10.819;7,4
    10.819;7,5
    10.834;7,6
    10.836;7,7
    10.816;7,8
    10.821;7,9
    10.813;8
    10.819;8,1
    10.822;8,2
    10.816;8,3
    10.834;8,4
    10.817;8,5
    10.809;8,6
    10.798;8,7
    10.810;8,8
    10.823;8,9
    10.813;9
    10.818;9,1
    10.815;9,2
    10.785;9,3
    10.809;9,4
    10.798;9,5
    10.810;9,6
    10.811;9,7
    10.816;9,8
    10.802;9,9
    10.798;10
    10.808;10,1
    10.811;10,2
    10.808;10,3
    10.801;10,4
    10.797;10,5
    10.805;10,6
    10.796;10,7
    10.797;10,8
    10.799;10,9
    10.786;11
    10.810;11,1
    10.770;11,2
    10.793;11,3
    10.799;11,4
    10.779;11,5
    10.798;11,6
    10.799;11,7
    10.787;11,8
    10.802;11,9
    10.782;12
    10.794;12,1
    10.787;12,2
    10.796;12,3
    10.795;12,4
    10.785;12,5
    10.780;12,6
    10.772;12,7
    10.791;12,8
    10.796;12,9
    10.775;13
    10.781;13,1
    10.792;13,2
    10.784;13,3
    10.761;13,4
    10.788;13,5
    10.772;13,6
    10.769;13,7
    10.792;13,8
    10.780;13,9
    10.765;14
    10.770;14,1
    10.775;14,2
    10.774;14,3
    10.767;14,4
    10.764;14,5
    10.761;14,6
    10.771;14,7
    10.772;14,8
    10.766;14,9
    10.771;15
    10.765;15,1
    10.761;15,2
    10.766;15,3
    10.766;15,4
    10.720;15,5
    10.772;15,6
    10.759;15,7
    10.765;15,8
    10.746;15,9
    10.759;16
    10.749;16,1
    10.758;16,2
    10.760;16,3
    10.756;16,4
    10.752;16,5
    10.746;16,6
    10.742;16,7
    10.747;16,8
    10.737;16,9
    10.755;17
    10.730;17,1
    10.741;17,2
    10.752;17,3
    10.736;17,4
    10.740;17,5
    10.737;17,6
    10.734;17,7
    10.745;17,8
    10.730;17,9
    10.638;18
    10.723;18,1
    10.730;18,2
    10.728;18,3
    10.723;18,4
    10.736;18,5
    10.714;18,6
    10.724;18,7
    10.736;18,8
    10.717;18,9
    10.711;19
    10.721;19,1
    10.714;19,2
    10.721;19,3
    10.721;19,4
    10.712;19,5
    10.710;19,6
    10.708;19,7
    10.724;19,8
    10.705;19,9
    10.709;20
    10.716;20,1
    10.712;20,2
    10.708;20,3
    10.713;20,4
    10.714;20,5
    10.715;20,6
    10.696;20,7
    10.693;20,8
    10.700;20,9
    10.693;21
    10.696;21,1
    10.695;21,2
    10.704;21,3
    10.685;21,4
    10.688;21,5
    10.678;21,6
    10.700;21,7
    10.685;21,8
    10.678;21,9
    10.687;22
    10.682;22,1
    10.672;22,2
    10.666;22,3
    10.676;22,4
    10.665;22,5
    10.673;22,6
    10.665;22,7
    10.684;22,8
    10.675;22,9
    10.659;23
    10.667;23,1
    10.653;23,2
    10.661;23,3
    10.659;23,4
    10.662;23,5
    10.656;23,6
    10.648;23,7
    10.641;23,8
    10.659;23,9
    10.647;24
    10.650;24,1
    10.640;24,2
    10.636;24,3
    10.640;24,4
    10.635;24,5
    10.639;24,6
    10.630;24,7
    10.638;24,8
    10.635;24,9
    10.630;25
    10.624;25,1
    10.627;25,2
    10.635;25,3
    10.621;25,4
    10.628;25,5
    10.599;25,6
    10.615;25,7
    10.612;25,8
    10.612;25,9
    10.606;26
    10.596;26,1
    10.599;26,2
    10.607;26,3
    10.592;26,4
    10.589;26,5
    10.594;26,6
    10.589;26,7
    10.589;26,8
    10.586;26,9
    10.583;27
    10.583;27,1
    10.575;27,2
    10.582;27,3
    10.573;27,4
    10.576;27,5
    10.577;27,6
    10.569;27,7
    10.562;27,8
    10.565;27,9
    10.566;28
    10.566;28,1
    10.560;28,2
    10.545;28,3
    10.541;28,4
    10.552;28,5
    10.537;28,6
    10.546;28,7
    10.549;28,8
    10.540;28,9
    10.545;29
    10.543;29,1
    10.533;29,2
    10.527;29,3
    10.534;29,4
    10.533;29,5
    10.527;29,6
    10.512;29,7
    10.519;29,8
    10.510;29,9
    10.516;30
    10.511;30,1
    10.506;30,2
    10.507;30,3
    10.504;30,4
    10.506;30,5
    10.572;30,6
    10.497;30,7
    10.487;30,8
    10.477;30,9
    10.489;31
    10.482;31,1
    10.481;31,2
    10.470;31,3
    10.473;31,4
    10.468;31,5
    10.473;31,6
    10.456;31,7
    10.462;31,8
    10.461;31,9
    10.462;32
    10.452;32,1
    10.456;32,2
    10.450;32,3
    10.452;32,4
    10.443;32,5
    10.444;32,6
    10.463;32,7
    10.443;32,8
    10.435;32,9
    10.426;33
    10.420;33,1
    10.430;33,2
    10.413;33,3
    10.416;33,4
    10.416;33,5
    10.414;33,6
    10.412;33,7
    10.401;33,8
    10.393;33,9
    10.401;34
    10.398;34,1
    10.422;34,2
    10.391;34,3
    10.378;34,4
    10.392;34,5
    10.387;34,6
    10.359;34,7
    10.370;34,8
    10.363;34,9
    10.348;35
    10.367;35,1
    10.353;35,2
    10.360;35,3
    10.361;35,4
    10.350;35,5
    10.351;35,6
    10.286;35,7
    10.326;35,8
    10.339;35,9
    10.325;36
    10.335;36,1
    10.332;36,2
    10.320;36,3
    10.314;36,4
    10.313;36,5
    10.311;36,6
    10.297;36,7
    10.304;36,8
    10.298;36,9
    10.285;37
    10.293;37,1
    10.284;37,2
    10.282;37,3
    10.286;37,4
    10.275;37,5
    10.274;37,6
    10.267;37,7
    10.268;37,8
    10.260;37,9
    10.263;38
    10.262;38,1
    10.254;38,2
    10.254;38,3
    10.236;38,4
    10.243;38,5
    10.232;38,6
    10.222;38,7
    10.234;38,8
    10.223;38,9
    10.210;39
    10.212;39,1
    10.220;39,2
    10.203;39,3
    10.213;39,4
    10.205;39,5
    10.205;39,6
    10.180;39,7
    10.193;39,8
    10.191;39,9
    10.185;40
    10.167;40,1
    10.172;40,2
    10.166;40,3
    10.157;40,4
    10.159;40,5
    10.164;40,6
    10.158;40,7
    10.141;40,8
    10.149;40,9
    10.144;41
    10.143;41,1
    10.127;41,2
    10.132;41,3
    10.131;41,4
    10.126;41,5
    10.117;41,6
    10.105;41,7
    10.105;41,8
    10.116;41,9
    10.107;42
    10.099;42,1
    10.094;42,2
    10.087;42,3
    10.086;42,4
    10.103;42,5
    10.077;42,6
    10.067;42,7
    10.069;42,8
    10.063;42,9
    10.052;43
    10.055;43,1
    10.053;43,2
    10.033;43,3
    10.037;43,4
    10.028;43,5
    10.026;43,6
    10.020;43,7
     9.997;43,8
    10.004;43,9
    10.003;44
     9.981;44,1
     9.993;44,2
     9.978;44,3
     9.978;44,4
     9.970;44,5
     9.965;44,6
     9.939;44,7
     9.938;44,8
     9.952;44,9
     9.927;45
     9.921;45,1
     9.918;45,2
     9.910;45,3
     9.907;45,4
     9.892;45,5
     9.889;45,6
     9.880;45,7
     9.868;45,8
     9.860;45,9
     9.853;46
     9.839;46,1
     9.835;46,2
     9.818;46,3
     9.816;46,4
     9.805;46,5
     9.801;46,6
     9.784;46,7
     9.781;46,8
     9.767;46,9
     9.771;47
     9.751;47,1
     9.723;47,2
     9.727;47,3
     9.711;47,4
     9.715;47,5
     9.724;47,6
     9.676;47,7
     9.670;47,8
     9.666;47,9
     9.650;48
     9.650;48,1
     9.620;48,2
     9.610;48,3
     9.605;48,4
     9.599;48,5
     9.582;48,6
     9.571;48,7
     9.543;48,8
     9.546;48,9
     9.519;49
     9.512;49,1
     9.502;49,2
     9.469;49,3
     9.466;49,4
     9.457;49,5
     9.439;49,6
     9.516;49,7
     9.405;49,8
     9.390;49,9
     9.368;50
     9.369;50,1
     9.362;50,2
     9.338;50,3
     9.294;50,4
     9.291;50,5
     9.270;50,6
     9.256;50,7
     9.230;50,8
     9.224;50,9
     9.209;51
     9.174;51,1
     9.168;51,2
     9.156;51,3
     9.123;51,4
     9.097;51,5
     9.089;51,6
     9.057;51,7
     9.034;51,8
     9.015;51,9
     8.992;52
     8.968;52,1
     8.963;52,2
     8.918;52,3
     8.919;52,4
     8.881;52,5
     8.859;52,6
     8.827;52,7
     8.803;52,8
     8.788;52,9
     8.756;53
     8.736;53,1
     8.678;53,2
     8.665;53,3
     8.647;53,4
     8.616;53,5
     8.608;53,6
     8.550;53,7
     8.528;53,8
     8.495;53,9
     8.468;54
     8.431;54,1
     8.402;54,2
     8.375;54,3
     8.324;54,4
     8.298;54,5
     8.257;54,6
     8.213;54,7
     8.181;54,8
