10.84;0.50 
10.84;1.00
10.82;1.50
10.85;2.00
10.83;2.50
10.83;3.00
10.84;3.50
10.84;4.00
10.84;4.50
10.84;5.00
10.83;5.50
10.82;6.00
10.82;6.50
10.81;7.00
10.82;7.50
10.81;8.00
10.82;8.50
10.81;9.00
10.80;9.50
10.80;10.00
10.80;10.50
10.79;11.00
10.78;11.50
10.78;12.00
10.79;12.50
10.78;13.00
10.79;13.50
10.77;14.00
10.76;14.50
10.77;15.00
10.72;15.50
10.76;16.00
10.75;16.50
10.76;17.00
10.74;17.50
10.64;18.00
10.74;18.50
10.71;19.00
10.71;19.50
10.71;20.00
10.71;20.50
10.69;21.00
10.69;21.50
10.69;22.00
10.67;22.50
10.66;23.00
10.66;23.50
10.65;24.00
10.64;24.50
10.63;25.00
10.63;25.50
10.61;26.00
10.59;26.50
10.58;27.00
10.58;27.50
10.57;28.00
10.55;28.50
10.55;29.00
10.53;29.50
10.52;30.00
10.51;30.50
10.49;31.00
10.47;31.50
10.46;32.00
10.44;32.50
10.43;33.00
10.42;33.50
10.40;34.00
10.39;34.50
10.35;35.00
10.35;35.50
10.33;36.00
10.31;36.50
10.29;37.00
10.28;37.50
10.26;38.00
10.24;38.50
10.21;39.00
10.21;39.50
10.19;40.00
10.16;40.50
10.14;41.00
10.13;41.50
10.11;42.00
10.10;42.50
10.05;43.00
10.03;43.50
10.00;44.00
9.97;44.50
9.93;45.00
9.89;45.50
9.85;46.00
9.81;46.50
9.77;47.00
9.72;47.50
9.65;48.00
9.60;48.50
9.52;49.00
9.46;49.50
9.37;50.00
9.29;50.50
9.21;51.00
9.10;51.50
8.99;52.00
8.88;52.50
8.76;53.00
8.62;53.50
8.47;54.00
8.30;54.50
8.11;55.00
7.91;55.50
7.68;56.00
7.40;56.50
7.09;57.00
6.73;57.50
6.24;58.00
5.84;58.50
5.34;59.00
4.53;59.50
4.14;60.00
3.93;60.50
3.79;61.00
3.73;61.50
3.57;62.00
3.43;62.50
3.32;63.00
3.23;63.50
3.14;64.00
3.09;64.50
3.00;65.00
2.90;65.50
2.80;66.00
2.71;66.50
2.61;67.00
2.51;67.50
2.41;68.00
2.40;68.50
2.33;69.00
2.29;69.50
2.23;70.00
2.17;70.50
2.12;71.00
2.07;71.50
2.03;72.00
1.99;72.50
1.95;73.00
1.91;73.50
1.88;74.00
1.84;74.50
1.80;75.00
1.77;75.50
1.74;76.00
1.71;76.50
1.69;77.00
1.66;77.50
1.64;78.00
1.60;78.50
1.60;79.00
1.57;79.50
1.54;80.00
1.52;80.50
1.50;81.00
1.47;81.50
1.46;82.00
1.44;82.50
1.41;83.00
1.44;83.50
1.39;84.00
1.38;84.50
1.38;85.00
1.33;85.50
1.33;86.00
1.31;86.50
1.30;87.00
1.29;87.50
1.27;88.00
1.26;88.50
1.24;89.00
1.23;89.50
1.22;90.00
1.20;90.50
1.21;91.00
1.18;91.50
1.19;92.00
1.17;92.50
1.16;93.00
1.15;93.50
1.18;94.00
1.13;94.50
1.12;95.00
1.10;95.50
1.11;96.00
1.10;96.50
1.08;97.00
1.08;97.50
1.07;98.00
1.06;98.50
1.05;99.00
1.06;99.50
1.03;100.00
1.00;100.50
1.03;101.00
1.01;101.50
0.99;102.00
1.00;102.50
0.98;103.00
1.00;103.50
0.98;104.00
0.97;104.50
0.96;105.00
0.96;105.50
0.97;106.00
0.95;106.50
0.95;107.00
0.95;107.50
0.94;108.00
0.93;108.50
0.92;109.00
0.92;109.50
0.89;110.00
0.90;110.50
0.89;111.00
0.88;111.50
0.89;112.00
0.88;112.50
0.88;113.00
0.88;113.50
0.86;114.00
0.86;114.50
0.86;115.00
0.85;115.50
0.85;116.00
0.84;116.50
0.84;117.00
0.83;117.50
0.83;118.00
0.82;118.50
0.82;119.00
0.82;119.50
0.81;120.00
0.81;120.50
0.80;121.00
0.80;121.50
0.81;122.00
0.80;122.50
0.79;123.00
0.79;123.50
0.78;124.00
0.78;124.50
0.78;125.00
0.78;125.50
0.77;126.00
0.76;126.50
0.77;127.00
0.75;127.50
0.77;128.00
0.75;128.50
0.74;129.00
0.75;129.50
0.74;130.00
0.75;130.50
0.74;131.00
0.75;131.50
0.74;132.00
0.73;132.50
0.73;133.00
0.73;133.50
0.72;134.00
0.72;134.50
0.72;135.00
0.71;135.50
0.72;136.00
0.70;136.50
0.69;137.00
0.65;137.50
0.69;138.00
0.70;138.50
0.69;139.00
0.69;139.50
0.68;140.00
0.69;140.50
0.69;141.00
0.69;141.50
0.69;142.00
0.67;142.50
0.69;143.00
0.67;143.50
0.66;144.00
0.67;144.50
0.67;145.00
0.67;145.50
0.66;146.00
0.67;146.50
0.67;147.00
0.65;147.50
0.65;148.00
0.65;148.50
0.68;149.00
0.65;149.50
0.65;150.00
0.64;150.50
0.65;151.00
0.63;151.50
0.64;152.00
0.63;152.50
0.64;153.00
0.63;153.50
0.63;154.00
0.63;154.50
0.63;155.00
0.63;155.50
0.63;156.00
0.62;156.50
0.63;157.00
0.62;157.50
0.62;158.00
0.62;158.50
0.59;159.00
0.61;159.50
0.62;160.00
0.62;160.50
0.62;161.00
0.60;161.50
0.61;162.00
0.61;162.50
0.61;163.00
0.61;163.50
0.59;164.00
0.60;164.50
0.60;165.00
0.60;165.50
0.59;166.00
0.59;166.50
0.60;167.00
0.59;167.50
0.61;168.00
0.58;168.50
0.59;169.00
0.58;169.50
0.59;170.00
0.59;170.50
0.58;171.00
0.58;171.50
0.57;172.00
0.57;172.50
0.58;173.00
0.58;173.50
0.57;174.00
0.67;174.50
0.56;175.00
0.57;175.50
0.57;176.00
0.57;176.50
0.56;177.00
0.57;177.50
0.57;178.00
0.57;178.50
0.56;179.00
0.55;179.50
0.57;180.00
0.55;180.50
0.56;181.00
0.56;181.50
0.56;182.00
0.56;182.50
0.56;183.00
0.55;183.50
0.56;184.00
0.53;184.50
0.56;185.00
0.56;185.50
0.55;186.00
0.55;186.50
0.56;187.00
0.55;187.50
0.55;188.00
0.54;188.50
0.54;189.00
0.54;189.50
0.55;190.00
0.55;190.50
0.55;191.00
0.54;191.50
0.53;192.00
0.53;192.50
0.54;193.00
0.52;193.50
0.53;194.00
0.55;194.50
0.53;195.00
0.54;195.50
0.53;196.00
0.53;196.50
0.53;197.00
0.52;197.50
0.52;198.00
0.53;198.50
0.52;199.00
0.53;199.50
0.52;200.00
